id,sexo,nascimento_anomes,data_nascimento
aluno_0161158,M,2018-11,
aluno_0161159,M,2020-08,
aluno_0161160,M,2020-07,
aluno_0161161,M,2019-03,
aluno_0161162,M,2019-06,
aluno_0161163,M,2018-11,
aluno_0161164,M,2019-09,
aluno_0161165,M,2019-06,
aluno_0161166,M,2019-06,
aluno_0161167,M,2021-01,
aluno_0161168,M,2018-06,
aluno_0161169,M,2019-11,
aluno_0161170,M,2020-02,
aluno_0161171,M,2019-09,
aluno_0161172,M,2019-05,
aluno_0161173,M,2019-11,
aluno_0161174,F,2018-08,
aluno_0161175,F,2018-04,
aluno_0161176,F,2018-05,
aluno_0161177,M,2021-05,
aluno_0161178,M,2019-01,
aluno_0161179,M,2020-01,
aluno_0161180,M,2019-05,
aluno_0161181,M,2017-11,
aluno_0161182,M,2021-01,
aluno_0161183,M,2021-05,
aluno_0161184,M,2020-06,
aluno_0161185,M,2021-07,
aluno_0161186,M,2018-04,
aluno_0161187,M,2017-04,
aluno_0161188,M,2019-08,
aluno_0161189,M,2018-08,
aluno_0161190,M,2021-04,
aluno_0161191,M,2021-02,
aluno_0161192,M,2019-03,
aluno_0161193,M,2020-03,
aluno_0161194,M,2018-09,
aluno_0161195,M,2018-10,
aluno_0161196,M,2018-08,
aluno_0161197,M,2019-12,
aluno_0161198,M,2018-02,
aluno_0161199,M,2019-06,
aluno_0161200,M,2019-02,
aluno_0161201,M,2018-06,
aluno_0161202,M,2020-05,
aluno_0161203,M,2021-01,
aluno_0161204,M,2021-05,
aluno_0161205,M,2018-10,
aluno_0161206,M,2019-12,
aluno_0161207,M,2018-10,
aluno_0161208,M,2018-10,
aluno_0161209,M,2018-10,
aluno_0161210,M,2021-01,
aluno_0161211,M,2019-08,
aluno_0161212,M,2020-04,
aluno_0161213,M,2020-04,
aluno_0161214,M,2021-02,
aluno_0161215,M,2017-10,
aluno_0161216,M,2018-05,
aluno_0161217,M,2019-05,
aluno_0161218,M,2018-03,
aluno_0161219,M,2019-04,
aluno_0161220,M,2020-08,
aluno_0161221,M,2020-06,
aluno_0161222,M,2020-06,
aluno_0161223,M,2018-05,
aluno_0161224,M,2020-01,
aluno_0161225,M,2019-08,
aluno_0161226,M,2019-02,
aluno_0161227,M,2018-03,
aluno_0161228,M,2020-06,
aluno_0161229,M,2020-07,
aluno_0161230,M,2020-07,
aluno_0161231,M,2020-02,
aluno_0161232,M,2018-07,
aluno_0161233,M,2019-01,
aluno_0161234,M,2018-04,
aluno_0161235,M,2018-04,
aluno_0161236,M,2020-07,
aluno_0161237,M,2019-11,
aluno_0161238,M,2017-05,
aluno_0161239,M,2021-06,
aluno_0161240,M,2018-04,
aluno_0161241,M,2019-01,
aluno_0161242,F,2019-05,
aluno_0161243,F,2019-07,
aluno_0161244,F,2019-09,
aluno_0161245,F,2020-10,
aluno_0161246,F,2020-12,
aluno_0161247,F,2019-09,
aluno_0161248,F,2021-01,
aluno_0161249,F,2020-04,
aluno_0161250,F,2020-04,
aluno_0161251,F,2017-09,
aluno_0161252,F,2018-09,
aluno_0161253,F,2020-10,
aluno_0161254,F,2019-08,
aluno_0161255,F,2017-06,
aluno_0161256,F,2021-07,
aluno_0161257,F,2018-01,
aluno_0161258,F,2018-09,
aluno_0161259,F,2017-08,
aluno_0161260,F,2018-09,
aluno_0161261,F,2018-10,
aluno_0161262,F,2018-12,
aluno_0161263,F,2018-12,
aluno_0161264,F,2019-03,
aluno_0161265,F,2020-12,
aluno_0161266,F,2018-09,
aluno_0161267,F,2020-06,
aluno_0161268,F,2020-11,
aluno_0161269,F,2019-02,
aluno_0161270,F,2018-04,
aluno_0161271,F,2020-12,
aluno_0161272,F,2021-02,
aluno_0161273,F,2017-12,
aluno_0161274,F,2019-03,
aluno_0161275,F,2019-09,
aluno_0161276,F,2019-09,
aluno_0161277,F,2021-03,
aluno_0161278,F,2019-12,
aluno_0161279,F,2019-08,
aluno_0161280,F,2019-06,
aluno_0161281,F,2020-04,
aluno_0161282,F,2019-01,
aluno_0161283,F,2019-05,
aluno_0161284,F,2017-08,
aluno_0161285,F,2019-09,
aluno_0161286,F,2018-02,
aluno_0161287,F,2018-10,
aluno_0161288,F,2019-01,
aluno_0161289,F,2020-09,
aluno_0161290,F,2019-10,
aluno_0161291,F,2019-04,
aluno_0161292,F,2021-07,
aluno_0161293,F,2019-01,
aluno_0161294,F,2019-09,
aluno_0161295,F,2019-06,
aluno_0161296,F,2017-05,
aluno_0161297,F,2020-03,
aluno_0161298,F,2018-07,
aluno_0161299,F,2018-07,
aluno_0161300,M,2020-10,
aluno_0161301,F,2018-12,
aluno_0161302,M,2018-06,
aluno_0161303,F,2020-05,
aluno_0161304,F,2020-05,
aluno_0161305,F,2018-06,
aluno_0161306,F,2018-06,
aluno_0161307,F,2020-03,
aluno_0161308,F,2018-04,
aluno_0161309,F,2019-06,
aluno_0161310,F,2018-12,
aluno_0161311,F,2019-01,
aluno_0161312,F,2020-07,
aluno_0161313,F,2018-01,
aluno_0161314,F,2019-07,
aluno_0161315,F,2019-05,
aluno_0161316,F,2021-07,
aluno_0161317,F,2018-02,
aluno_0161318,F,2019-11,
aluno_0161319,F,2019-07,
aluno_0161320,F,2021-02,
aluno_0161321,M,2018-02,
aluno_0161322,F,2018-07,
aluno_0161323,F,2020-03,
aluno_0161324,F,2017-12,
aluno_0161325,F,2020-01,
aluno_0161326,F,2020-01,
aluno_0161327,F,2019-07,
aluno_0161328,F,2019-08,
aluno_0161329,F,2020-03,
aluno_0161330,F,2020-11,
aluno_0161331,F,2020-08,
aluno_0161332,F,2019-12,
aluno_0161333,F,2019-03,
aluno_0161334,F,2019-02,
aluno_0161335,F,2020-05,
aluno_0161336,F,2021-04,
aluno_0161337,F,2019-12,
aluno_0161338,F,2017-12,
aluno_0161339,F,2019-11,
aluno_0161340,F,2019-12,
aluno_0161341,F,2017-08,
aluno_0161342,F,2018-06,
aluno_0161343,F,2019-11,
aluno_0161344,F,2020-05,
aluno_0161345,F,2019-08,
aluno_0161346,F,2018-03,
aluno_0161347,F,2020-07,
aluno_0161348,F,2018-07,
aluno_0161349,F,2018-03,
aluno_0161350,F,2021-03,
aluno_0161351,F,2020-03,
aluno_0161352,F,2018-04,
aluno_0161353,F,2019-03,
aluno_0161354,F,2019-01,
aluno_0161355,F,2020-02,
aluno_0161356,M,2017-05,
aluno_0161357,F,2020-03,
aluno_0161358,F,2019-05,
aluno_0161359,F,2019-02,
aluno_0161360,F,2017-07,
aluno_0161361,F,2020-08,
aluno_0161362,F,2018-08,
aluno_0161363,F,2020-05,
aluno_0161364,F,2020-08,
aluno_0161365,F,2020-04,
aluno_0161366,F,2020-10,
aluno_0161367,F,2019-04,
aluno_0161368,F,2020-03,
aluno_0161369,F,2018-05,
aluno_0161370,F,2019-12,
aluno_0161371,F,2020-01,
aluno_0161372,F,2018-02,
aluno_0161373,F,2017-06,
aluno_0161374,F,2018-02,
aluno_0161375,F,2019-06,
aluno_0161376,F,2020-11,
aluno_0161377,F,2019-03,
aluno_0161378,F,2018-12,
aluno_0161379,F,2018-06,
aluno_0161380,F,2018-03,
aluno_0161381,F,2020-06,
aluno_0161382,F,2021-07,
aluno_0161383,F,2019-09,
aluno_0161384,F,2019-04,
aluno_0161385,F,2017-05,
aluno_0161386,F,2018-09,
aluno_0161387,F,2017-11,
aluno_0161388,F,2021-01,
aluno_0161389,F,2018-11,
aluno_0161390,F,2019-09,
aluno_0161391,F,2020-02,
aluno_0161392,F,2021-04,
aluno_0161393,M,2019-03,
aluno_0161394,F,2019-12,
aluno_0161395,F,2017-08,
aluno_0161396,F,2019-09,
aluno_0161397,F,2018-07,
aluno_0161398,F,2017-05,
aluno_0161399,F,2018-06,
aluno_0161400,F,2018-08,
aluno_0161401,F,2017-08,
aluno_0161402,F,2018-03,
aluno_0161403,F,2018-02,
aluno_0161404,F,2020-06,
aluno_0161405,F,2018-09,
aluno_0161406,F,2020-11,
aluno_0161407,F,2018-07,
aluno_0161408,F,2019-06,
aluno_0161409,F,2019-11,
aluno_0161410,F,2021-01,
aluno_0161411,F,2017-07,
aluno_0161412,F,2019-10,
aluno_0161413,F,2019-05,
aluno_0161414,F,2018-06,
aluno_0161415,F,2018-07,
aluno_0161416,F,2020-04,
aluno_0161417,F,2017-08,
aluno_0161418,F,2021-06,
aluno_0161419,F,2019-01,
aluno_0161420,F,2019-09,
aluno_0161421,F,2018-02,
aluno_0161422,F,2018-12,
aluno_0161423,F,2018-04,
aluno_0161424,F,2019-05,
aluno_0161425,F,2018-05,
aluno_0161426,F,2017-04,
aluno_0161427,F,2020-05,
aluno_0161428,F,2020-01,
aluno_0161429,F,2019-07,
aluno_0161430,F,2019-09,
aluno_0161431,F,2018-06,
aluno_0161432,F,2019-07,
aluno_0161433,F,2017-07,
aluno_0161434,F,2018-10,
aluno_0161435,F,2020-08,
aluno_0161436,F,2018-11,
aluno_0161437,F,2018-11,
aluno_0161438,F,2020-12,
aluno_0161439,F,2021-01,
aluno_0161440,F,2018-07,
aluno_0161441,M,2020-06,
aluno_0161442,F,2018-10,
aluno_0161443,F,2020-10,
aluno_0161444,F,2018-08,
aluno_0161445,F,2018-08,
aluno_0161446,F,2020-02,
aluno_0161447,F,2019-12,
aluno_0161448,F,2020-05,
aluno_0161449,F,2020-08,
aluno_0161450,F,2019-06,
aluno_0161451,F,2020-07,
aluno_0161452,F,2020-11,
aluno_0161453,F,2017-07,
aluno_0161454,F,2018-07,
aluno_0161455,F,2018-08,
aluno_0161456,F,2019-08,
aluno_0161457,F,2018-06,
aluno_0161458,F,2020-02,
aluno_0161459,F,2020-05,
aluno_0161460,F,2019-09,
aluno_0161461,F,2019-11,
aluno_0161462,F,2017-09,
aluno_0161463,F,2020-02,
aluno_0161464,F,2020-01,
aluno_0161465,F,2021-02,
aluno_0161466,F,2021-01,
aluno_0161467,F,2018-08,
aluno_0161468,F,2019-08,
aluno_0161469,F,2019-03,
aluno_0161470,F,2020-02,
aluno_0161471,F,2020-09,
aluno_0161472,M,2018-12,
aluno_0161473,M,2018-12,
aluno_0161474,M,2020-04,
aluno_0161475,M,2020-04,
aluno_0161476,M,2020-12,
aluno_0161477,M,2019-02,
aluno_0161478,M,2018-06,
aluno_0161479,M,2020-12,
aluno_0161480,M,2021-06,
aluno_0161481,M,2020-06,
aluno_0161482,M,2020-12,
aluno_0161483,M,2020-05,
aluno_0161484,F,2019-11,
aluno_0161485,F,2018-10,
aluno_0161486,F,2018-07,
aluno_0161487,F,2018-07,
aluno_0161488,F,2021-03,
aluno_0161489,F,2018-06,
aluno_0161490,F,2019-08,
aluno_0161491,F,2020-04,
aluno_0161492,F,2018-05,
aluno_0161493,F,2019-06,
aluno_0161494,F,2018-09,
aluno_0161495,F,2017-12,
aluno_0161496,F,2017-10,
aluno_0161497,F,2018-05,
aluno_0161498,F,2017-08,
aluno_0161499,F,2018-01,
aluno_0161500,F,2017-12,
aluno_0161501,F,2018-08,
aluno_0161502,F,2021-06,
aluno_0161503,F,2020-12,
aluno_0161504,F,2018-07,
aluno_0161505,F,2021-06,
aluno_0161506,F,2020-03,
aluno_0161507,F,2020-01,
aluno_0161508,F,2019-07,
aluno_0161509,F,2019-04,
aluno_0161510,F,2018-11,
aluno_0161511,F,2019-03,
aluno_0161512,F,2019-04,
aluno_0161513,F,2020-07,
aluno_0161514,F,2019-11,
aluno_0161515,M,2019-09,
aluno_0161516,M,2020-01,
aluno_0161517,M,2018-11,
aluno_0161518,M,2019-04,
aluno_0161519,M,2019-02,
aluno_0161520,F,2019-07,
aluno_0161521,M,2020-06,
aluno_0161522,F,2017-04,
aluno_0161523,M,2020-06,
aluno_0161524,F,2018-08,
aluno_0161525,F,2020-09,
aluno_0161526,F,2019-04,
aluno_0161527,F,2019-01,
aluno_0161528,F,2019-07,
aluno_0161529,F,2018-04,
aluno_0161530,F,2021-08,
aluno_0161531,F,2019-07,
aluno_0161532,F,2019-01,
aluno_0161533,F,2019-02,
aluno_0161534,F,2017-11,
aluno_0161535,F,2017-04,
aluno_0161536,F,2018-01,
aluno_0161537,F,2017-07,
aluno_0161538,F,2017-08,
aluno_0161539,F,2019-12,
aluno_0161540,F,2017-05,
aluno_0161541,F,2018-05,
aluno_0161542,F,2017-12,
aluno_0161543,F,2017-11,
aluno_0161544,F,2018-09,
aluno_0161545,F,2019-02,
aluno_0161546,F,2019-03,
aluno_0161547,F,2022-05,
aluno_0161548,F,2017-06,
aluno_0161549,F,2017-08,
aluno_0161550,F,2018-04,
aluno_0161551,F,2020-02,
aluno_0161552,F,2019-11,
aluno_0161553,F,2019-09,
aluno_0161554,F,2019-01,
aluno_0161555,M,2020-04,
aluno_0161556,F,2017-04,
aluno_0161557,F,2019-06,
aluno_0161558,M,2019-11,
aluno_0161559,M,2017-07,
aluno_0161560,M,2018-04,
aluno_0161561,M,2017-09,
aluno_0161562,M,2017-07,
aluno_0161563,M,2020-06,
aluno_0161564,M,2018-02,
aluno_0161565,F,2020-11,
aluno_0161566,M,2019-02,
aluno_0161567,M,2017-05,
aluno_0161568,M,2019-06,
aluno_0161569,M,2017-04,
aluno_0161570,M,2020-05,
aluno_0161571,M,2019-02,
aluno_0161572,M,2019-03,
aluno_0161573,M,2018-08,
aluno_0161574,M,2018-08,
aluno_0161575,M,2020-01,
aluno_0161576,M,2021-08,
aluno_0161577,M,2017-08,
aluno_0161578,M,2020-02,
aluno_0161579,M,2018-06,
aluno_0161580,M,2017-05,
aluno_0161581,M,2019-12,
aluno_0161582,M,2020-02,
aluno_0161583,M,2019-02,
aluno_0161584,M,2018-07,
aluno_0161585,M,2019-12,
aluno_0161586,M,2020-11,
aluno_0161587,M,2019-04,
aluno_0161588,M,2020-03,
aluno_0161589,M,2019-05,
aluno_0161590,M,2021-01,
aluno_0161591,M,2017-11,
aluno_0161592,M,2018-10,
aluno_0161593,F,2019-01,
aluno_0161594,F,2018-09,
aluno_0161595,M,2018-07,
aluno_0161596,M,2019-11,
aluno_0161597,M,2019-06,
aluno_0161598,M,2019-06,
aluno_0161599,F,2020-06,
aluno_0161600,M,2021-05,
aluno_0161601,M,2019-02,
aluno_0161602,M,2018-10,
aluno_0161603,M,2018-10,
aluno_0161604,M,2018-04,
aluno_0161605,M,2017-05,
aluno_0161606,F,2020-08,
aluno_0161607,F,2018-10,
aluno_0161608,M,2020-06,
aluno_0161609,M,2019-06,
aluno_0161610,M,2019-08,
aluno_0161611,M,2017-08,
aluno_0161612,M,2019-08,
aluno_0161613,M,2020-02,
aluno_0161614,M,2019-03,
aluno_0161615,M,2018-01,
aluno_0161616,M,2020-05,
aluno_0161617,M,2019-10,
aluno_0161618,M,2019-06,
aluno_0161619,M,2020-12,
aluno_0161620,M,2020-03,
aluno_0161621,F,2020-10,
aluno_0161622,M,2018-05,
aluno_0161623,M,2018-05,
aluno_0161624,F,2019-01,
aluno_0161625,F,2019-09,
aluno_0161626,F,2018-01,
aluno_0161627,F,2017-04,
aluno_0161628,F,2018-01,
aluno_0161629,F,2020-09,
aluno_0161630,F,2019-06,
aluno_0161631,F,2020-06,
aluno_0161632,F,2018-12,
aluno_0161633,F,2019-03,
aluno_0161634,F,2017-12,
aluno_0161635,F,2017-12,
aluno_0161636,F,2018-10,
aluno_0161637,F,2017-12,
aluno_0161638,F,2018-07,
aluno_0161639,F,2017-07,
aluno_0161640,F,2017-08,
aluno_0161641,F,2018-04,
aluno_0161642,F,2018-07,
aluno_0161643,F,2019-09,
aluno_0161644,F,2020-02,
aluno_0161645,F,2019-11,
aluno_0161646,F,2018-06,
aluno_0161647,F,2020-05,
aluno_0161648,F,2017-09,
aluno_0161649,F,2019-11,
aluno_0161650,F,2018-08,
aluno_0161651,F,2018-09,
aluno_0161652,F,2020-07,
aluno_0161653,F,2019-07,
aluno_0161654,F,2019-08,
aluno_0161655,F,2022-03,
aluno_0161656,F,2018-03,
aluno_0161657,F,2020-04,
aluno_0161658,F,2020-07,
aluno_0161659,F,2018-03,
aluno_0161660,F,2020-09,
aluno_0161661,F,2021-02,
aluno_0161662,F,2019-04,
aluno_0161663,F,2020-05,
aluno_0161664,F,2019-06,
aluno_0161665,F,2020-02,
aluno_0161666,F,2020-05,
aluno_0161667,F,2018-07,
aluno_0161668,F,2017-07,
aluno_0161669,F,2020-01,
aluno_0161670,F,2019-09,
aluno_0161671,F,2020-08,
aluno_0161672,F,2019-03,
aluno_0161673,F,2017-10,
aluno_0161674,F,2017-05,
aluno_0161675,F,2020-10,
aluno_0161676,F,2020-10,
aluno_0161677,F,2019-06,
aluno_0161678,F,2018-07,
aluno_0161679,F,2020-02,
aluno_0161680,F,2018-08,
aluno_0161681,F,2020-09,
aluno_0161682,F,2019-12,
aluno_0161683,F,2019-03,
aluno_0161684,F,2021-05,
aluno_0161685,F,2018-06,
aluno_0161686,F,2018-11,
aluno_0161687,F,2020-09,
aluno_0161688,F,2017-08,
aluno_0161689,F,2018-09,
aluno_0161690,F,2019-09,
aluno_0161691,F,2020-12,
aluno_0161692,F,2018-05,
aluno_0161693,F,2020-12,
aluno_0161694,F,2017-12,
aluno_0161695,M,2019-02,
aluno_0161696,F,2019-11,
aluno_0161697,F,2019-11,
aluno_0161698,M,2020-05,
aluno_0161699,M,2018-12,
aluno_0161700,M,2019-04,
aluno_0161701,M,2020-12,
aluno_0161702,M,2018-01,
aluno_0161703,M,2020-03,
aluno_0161704,M,2020-02,
aluno_0161705,M,2020-01,
aluno_0161706,M,2019-10,
aluno_0161707,F,2019-05,
aluno_0161708,F,2020-08,
aluno_0161709,F,2020-05,
aluno_0161710,F,2021-02,
aluno_0161711,M,2017-11,
aluno_0161712,M,2018-08,
aluno_0161713,M,2019-05,
aluno_0161714,M,2021-01,
aluno_0161715,M,2020-06,
aluno_0161716,M,2020-01,
aluno_0161717,M,2019-02,
aluno_0161718,M,2018-12,
aluno_0161719,M,2017-06,
aluno_0161720,M,2019-06,
aluno_0161721,M,2017-11,
aluno_0161722,M,2019-05,
aluno_0161723,M,2019-12,
aluno_0161724,M,2018-12,
aluno_0161725,M,2021-04,
aluno_0161726,M,2022-01,
aluno_0161727,M,2018-08,
aluno_0161728,M,2020-12,
aluno_0161729,M,2019-02,
aluno_0161730,M,2020-03,
aluno_0161731,M,2019-03,
aluno_0161732,F,2020-03,
aluno_0161733,F,2019-07,
aluno_0161734,F,2018-09,
aluno_0161735,F,2018-09,
aluno_0161736,M,2019-03,
aluno_0161737,F,2020-05,
aluno_0161738,F,2019-12,
aluno_0161739,F,2018-11,
aluno_0161740,F,2017-08,
aluno_0161741,F,2017-04,
aluno_0161742,F,2018-11,
aluno_0161743,F,2019-04,
aluno_0161744,F,2019-04,
aluno_0161745,F,2017-07,
aluno_0161746,F,2021-01,
aluno_0161747,F,2019-02,
aluno_0161748,F,2017-10,
aluno_0161749,F,2018-09,
aluno_0161750,F,2019-08,
aluno_0161751,F,2020-10,
aluno_0161752,F,2019-01,
aluno_0161753,F,2019-11,
aluno_0161754,F,2019-04,
aluno_0161755,F,2019-05,
aluno_0161756,F,2018-02,
aluno_0161757,F,2020-04,
aluno_0161758,F,2020-04,
aluno_0161759,F,2020-10,
aluno_0161760,F,2018-04,
aluno_0161761,F,2018-07,
aluno_0161762,F,2019-03,
aluno_0161763,F,2021-04,
aluno_0161764,F,2020-08,
aluno_0161765,F,2021-01,
aluno_0161766,F,2018-08,
aluno_0161767,M,2018-12,
aluno_0161768,F,2020-03,
aluno_0161769,F,2018-10,
aluno_0161770,F,2018-03,
aluno_0161771,F,2019-04,
aluno_0161772,F,2018-04,
aluno_0161773,F,2021-11,
aluno_0161774,M,2019-03,
aluno_0161775,F,2020-09,
aluno_0161776,F,2018-04,
aluno_0161777,F,2019-03,
aluno_0161778,F,2017-07,
aluno_0161779,F,2017-12,
aluno_0161780,F,2018-05,
aluno_0161781,F,2019-06,
aluno_0161782,F,2021-02,
aluno_0161783,F,2020-02,
aluno_0161784,F,2020-03,
aluno_0161785,F,2020-11,
aluno_0161786,F,2020-07,
aluno_0161787,F,2019-02,
aluno_0161788,F,2020-07,
aluno_0161789,F,2020-02,
aluno_0161790,F,2019-03,
aluno_0161791,F,2018-09,
aluno_0161792,F,2018-09,
aluno_0161793,F,2018-08,
aluno_0161794,F,2020-06,
aluno_0161795,F,2020-04,
aluno_0161796,M,2019-03,
aluno_0161797,M,2019-03,
aluno_0161798,F,2018-09,
aluno_0161799,F,2021-04,
aluno_0161800,F,2017-11,
aluno_0161801,M,2019-05,
aluno_0161802,M,2017-04,
aluno_0161803,M,2021-07,
aluno_0161804,M,2021-06,
aluno_0161805,F,2018-11,
aluno_0161806,F,2020-09,
aluno_0161807,F,2020-01,
aluno_0161808,F,2020-12,
aluno_0161809,F,2019-02,
aluno_0161810,F,2019-08,
aluno_0161811,M,2020-01,
aluno_0161812,F,2019-10,
aluno_0161813,M,2020-12,
aluno_0161814,M,2021-02,
aluno_0161815,F,2019-06,
aluno_0161816,F,2021-03,
aluno_0161817,F,2021-03,
aluno_0161818,F,2018-08,
aluno_0161819,F,2020-07,
aluno_0161820,F,2019-11,
aluno_0161821,F,2020-07,
aluno_0161822,F,2021-08,
aluno_0161823,F,2020-10,
aluno_0161824,F,2018-09,
aluno_0161825,F,2020-05,
aluno_0161826,F,2020-04,
aluno_0161827,F,2021-06,
aluno_0161828,F,2019-02,
aluno_0161829,F,2019-11,
aluno_0161830,F,2018-08,
aluno_0161831,F,2020-04,
aluno_0161832,F,2018-10,
aluno_0161833,F,2019-03,
aluno_0161834,F,2020-05,
aluno_0161835,F,2017-04,
aluno_0161836,F,2020-05,
aluno_0161837,F,2020-01,
aluno_0161838,F,2021-12,
aluno_0161839,F,2018-05,
aluno_0161840,F,2019-09,
aluno_0161841,F,2017-12,
aluno_0161842,F,2017-07,
aluno_0161843,F,2017-11,
aluno_0161844,F,2018-05,
aluno_0161845,F,2018-12,
aluno_0161846,F,2018-12,
aluno_0161847,F,2018-12,
aluno_0161848,F,2020-04,
aluno_0161849,F,2019-10,
aluno_0161850,F,2018-07,
aluno_0161851,F,2020-12,
aluno_0161852,F,2018-10,
aluno_0161853,F,2018-09,
aluno_0161854,F,2021-03,
aluno_0161855,F,2020-05,
aluno_0161856,F,2018-10,
aluno_0161857,F,2018-08,
aluno_0161858,F,2020-02,
aluno_0161859,F,2019-10,
aluno_0161860,F,2017-08,
aluno_0161861,F,2021-12,
aluno_0161862,F,2020-04,
aluno_0161863,F,2017-11,
aluno_0161864,F,2020-01,
aluno_0161865,F,2018-07,
aluno_0161866,F,2018-04,
aluno_0161867,F,2017-04,
aluno_0161868,F,2020-03,
aluno_0161869,F,2019-02,
aluno_0161870,F,2019-08,
aluno_0161871,F,2018-10,
aluno_0161872,F,2018-04,
aluno_0161873,F,2019-07,
aluno_0161874,F,2020-10,
aluno_0161875,F,2020-10,
aluno_0161876,F,2019-04,
aluno_0161877,F,2018-08,
aluno_0161878,F,2021-05,
aluno_0161879,F,2019-08,
aluno_0161880,F,2020-07,
aluno_0161881,F,2018-11,
aluno_0161882,F,2021-07,
aluno_0161883,F,2019-08,
aluno_0161884,F,2019-08,
aluno_0161885,F,2018-05,
aluno_0161886,F,2018-09,
aluno_0161887,F,2020-05,
aluno_0161888,F,2020-01,
aluno_0161889,F,2020-01,
aluno_0161890,F,2019-07,
aluno_0161891,F,2020-03,
aluno_0161892,F,2021-03,
aluno_0161893,F,2021-04,
aluno_0161894,F,2019-11,
aluno_0161895,F,2018-09,
aluno_0161896,M,2019-06,
aluno_0161897,F,2019-05,
aluno_0161898,F,2019-03,
aluno_0161899,F,2019-12,
aluno_0161900,F,2020-05,
aluno_0161901,F,2018-05,
aluno_0161902,F,2018-03,
aluno_0161903,F,2017-04,
aluno_0161904,F,2021-02,
aluno_0161905,F,2019-06,
aluno_0161906,F,2017-11,
aluno_0161907,F,2019-01,
aluno_0161908,F,2017-04,
aluno_0161909,F,2018-10,
aluno_0161910,F,2020-11,
aluno_0161911,F,2020-12,
aluno_0161912,F,2020-05,
aluno_0161913,F,2017-04,
aluno_0161914,F,2020-01,
aluno_0161915,F,2017-08,
aluno_0161916,F,2019-06,
aluno_0161917,F,2019-02,
aluno_0161918,M,2018-10,
aluno_0161919,F,2021-03,
aluno_0161920,F,2020-04,
aluno_0161921,F,2020-04,
aluno_0161922,F,2019-07,
aluno_0161923,F,2019-07,
aluno_0161924,F,2019-11,
aluno_0161925,F,2020-08,
aluno_0161926,F,2019-05,
aluno_0161927,F,2019-05,
aluno_0161928,F,2020-05,
aluno_0161929,F,2021-03,
aluno_0161930,F,2020-05,
aluno_0161931,F,2017-12,
aluno_0161932,F,2017-12,
aluno_0161933,F,2020-09,
aluno_0161934,F,2020-06,
aluno_0161935,F,2020-01,
aluno_0161936,F,2019-08,
aluno_0161937,F,2019-05,
aluno_0161938,F,2019-08,
aluno_0161939,M,2017-04,
aluno_0161940,F,2019-01,
aluno_0161941,F,2019-01,
aluno_0161942,M,2019-02,
aluno_0161943,F,2018-06,
aluno_0161944,F,2018-10,
aluno_0161945,F,2019-06,
aluno_0161946,F,2019-10,
aluno_0161947,F,2020-08,
aluno_0161948,F,2017-05,
aluno_0161949,F,2019-05,
aluno_0161950,F,2019-08,
aluno_0161951,F,2018-03,
aluno_0161952,F,2019-02,
aluno_0161953,F,2018-12,
aluno_0161954,F,2017-05,
aluno_0161955,F,2019-10,
aluno_0161956,F,2019-03,
aluno_0161957,F,2019-11,
aluno_0161958,F,2020-01,
aluno_0161959,F,2018-12,
aluno_0161960,F,2018-04,
aluno_0161961,F,2017-06,
aluno_0161962,F,2018-10,
aluno_0161963,F,2020-08,
aluno_0161964,M,2019-01,
aluno_0161965,F,2017-06,
aluno_0161966,F,2019-10,
aluno_0161967,F,2019-01,
aluno_0161968,F,2018-11,
aluno_0161969,F,2017-07,
aluno_0161970,F,2021-06,
aluno_0161971,F,2018-06,
aluno_0161972,F,2019-08,
aluno_0161973,F,2017-09,
aluno_0161974,F,2017-11,
aluno_0161975,F,2020-08,
aluno_0161976,F,2018-12,
aluno_0161977,F,2019-02,
aluno_0161978,F,2019-04,
aluno_0161979,F,2018-10,
aluno_0161980,F,2019-03,
aluno_0161981,F,2017-12,
aluno_0161982,F,2019-09,
aluno_0161983,F,2017-06,
aluno_0161984,F,2018-09,
aluno_0161985,F,2017-06,
aluno_0161986,F,2017-10,
aluno_0161987,F,2019-05,
aluno_0161988,F,2017-09,
aluno_0161989,F,2018-08,
aluno_0161990,F,2018-07,
aluno_0161991,F,2018-08,
aluno_0161992,F,2020-04,
aluno_0161993,F,2017-12,
aluno_0161994,F,2019-08,
aluno_0161995,F,2018-04,
aluno_0161996,F,2020-05,
aluno_0161997,F,2020-01,
aluno_0161998,F,2019-10,
aluno_0161999,F,2019-06,
aluno_0162000,F,2018-09,
aluno_0162001,F,2019-03,
aluno_0162002,F,2019-09,
aluno_0162003,F,2018-07,
aluno_0162004,F,2019-03,
aluno_0162005,F,2021-03,
aluno_0162006,F,2018-11,
aluno_0162007,F,2018-09,
aluno_0162008,F,2019-02,
aluno_0162009,F,2019-05,
aluno_0162010,M,2020-11,
aluno_0162011,F,2019-01,
aluno_0162012,F,2018-08,
aluno_0162013,F,2017-05,
aluno_0162014,F,2018-01,
aluno_0162015,F,2020-04,
aluno_0162016,F,2018-05,
aluno_0162017,F,2020-11,
aluno_0162018,F,2019-11,
aluno_0162019,F,2019-11,
aluno_0162020,F,2018-12,
aluno_0162021,F,2018-04,
aluno_0162022,F,2018-11,
aluno_0162023,F,2019-08,
aluno_0162024,F,2020-11,
aluno_0162025,F,2019-05,
aluno_0162026,F,2018-05,
aluno_0162027,F,2018-06,
aluno_0162028,F,2019-07,
aluno_0162029,F,2020-04,
aluno_0162030,F,2019-10,
